num__produksi_ton,num__solar_liter,num__listrik_kWh
-0.3868878672796322,0.27319893270085976,-0.12450080283255795
1.3498301019388368,0.9530091906314854,1.3537815472024373
0.3213272036777933,-0.21805514378891194,0.16097822059368438
-0.2241055366779932,-1.0600355766380076,-0.3927703898884269
-0.3058165100939436,-0.23436110287577824,0.32170941578492324
0.2644013591844893,-0.32952860954639784,0.2664580674379349
-0.6160303817709374,-0.7774977764601245,0.0
-1.2655606636018388,-1.0745627038244885,-1.1984849108650006
1.0947831301219269,1.2782389564186185,0.6000247025402445
1.0340195882470518,0.7374740587014527,0.7711309646341965
-0.8462922246652009,-0.981470501037652,-0.5119189756679978
0.0,-0.12970649273643642,-0.19086829428959612
-1.0509694183489906,-0.7952860954639787,-0.9762443904648195
0.004717169698181091,-0.2586718055143789,0.30260611799580056
0.2693583849690186,0.059442632671212574,0.3122401086911771
-0.3665800519688187,0.15609249925882004,-0.17637613734612376
-0.6558464921047371,-0.35532167210198634,-0.8920910700317016
-0.9705376773935639,-0.6479395197153869,-0.9834081271357404
0.27863282030781533,0.27557070856804033,-0.28029148997488573
-0.5245652608434939,-0.5865698191520902,-0.4858166248095846
1.03337997201679,0.9221761043581381,0.8687059986001894
-0.3665800519688187,-0.5951675066706196,-0.23343900531104617
0.5475914451329202,0.5275718944559739,0.2280867882580592
-1.0524085548670798,-0.9079454491550548,-1.088476264975915
-0.8971417149710174,-0.8940112659353691,-0.9057598089670221
-1.076074355386768,-0.6592054550844945,-1.2302688459796616
0.12368578852688387,0.5269789504891788,0.28687883404010045
-0.3192484509294423,-1.1554995552920249,-0.3067232080365598
-1.6245452728362981,-1.1928550252001187,-1.4931038741817284
-0.06755946432140715,-0.23584346279276608,-0.061426983408127134
1.588726763941635,2.1386006522383636,2.519082712338919
-1.0842294623226065,-0.7837236881114734,-0.7588620363127342
0.3112532480511693,0.41283723688111473,0.7517806414426284
0.07683389966020387,0.6073228579899199,0.36386841780229734
0.4681191285228863,0.6559442632671213,0.8723290378360574
-0.1483110133919648,0.30225318707382154,-0.44373996459302567
0.6798321007395562,1.6550548473169286,0.6861542261929269
1.305856486108335,0.7202786836643937,2.1398163777841823
0.01766939836098341,0.4398161873702935,0.3330725842974186
-0.36178293024185487,-0.03750370589979247,0.29165465848738115
0.13711772936238256,0.0,0.27675079253983287
-0.21659004597241654,-0.38496887044174327,-0.29083124047922926
0.5111333200079952,0.6808479098725171,0.3016180163860184
-0.247291625024985,0.030981322265045953,-0.02692576886656511
0.44173495902458526,1.2740883486510526,0.7239491127670962
-1.286028382970218,-1.0890898310109696,-0.8563547284779118
-0.5909254447331601,-0.4967388081826267,-0.5800156449421549
0.7311613032180692,1.0582567447376223,0.7056692329861254
1.338157105736558,1.7268010672991403,1.087982214171024
1.8642414551269237,2.9082419211384525,0.0
0.48890665600639616,1.071597983990513,0.3197332125653588
-0.8779532280631621,-1.2144974799881412,-0.5101074560500638
-0.6045172896262243,-1.0449155054847317,-0.42480135040553335
0.8493304017589446,0.34286984879928845,0.2516365432912018
0.027103737757345592,0.05232730506967092,0.679072831322821
-0.9160103937637417,0.0,-1.1056033595454733
-0.013831700979412352,-0.3609546397865402,0.25073078348223476
0.3865680591645013,0.6811443818559146,0.05368685413149986
-0.7153308015190886,-0.5566261488289357,-0.6735559306682037
0.16685988406955826,0.9805810850874592,0.44843344723949113
0.27815310813511895,0.38141120664097244,-0.11214953271028037
